,Electricity Bill(Monthly in Rs.),Gas Bill (Monthly in Rs.),Oil Bill (Monthly in Rs),Car Mileage (Yearly in Rs.),No. of flights in Past year(4hr or less),No. of flights in past year (4hrs or more),Recycled Newspaper past year,Recycled Aluminium and Tin Past year,CO2 Footprint (Tonnes)
7007,200.44098091990344,2399.716872593706,2566.6351533674547,49671.70364584691,4,36,Yes,Yes,382.5434964148352
7008,7334.360878013171,1030.7016941739919,2461.780551374006,55419.65487230902,184,21,No,No,747.7221498670195
7009,4960.970470692656,2676.5650639626933,1750.9171131776434,14334.69996507866,105,9,No,No,583.2846389501489
7010,8028.367610586619,3539.9348499302896,2426.219654342919,49914.823789111164,4,50,No,Yes,876.4256450442115
7011,9341.297600723368,2142.756513694149,962.99303434484,50568.96186710465,198,30,Yes,Yes,852.1966873849095
7012,4146.760196422479,199.43762977503863,3287.65716055457,62129.365085011275,147,34,No,No,594.2941146552823
7013,9315.465057129384,2762.3086783045965,4362.102179466641,16574.64898979826,140,6,No,No,977.4638806011196
7014,2442.958553888428,3253.1252201712214,1486.4117911320839,73514.59249547576,16,40,Yes,Yes,508.8649283728073
7015,1691.1707714373758,303.5851172973103,1501.1370498914089,21682.97334723484,69,20,Yes,Yes,280.0537019495934
7016,6928.36536202596,3321.122792360236,709.1395878330119,70142.57695036501,42,16,Yes,No,664.2538327132347
7017,2703.3843885779993,2189.1082859036082,2179.2709618310732,37441.623278755076,139,3,Yes,Yes,477.82411594884826
7018,8231.513047096187,2951.7699205721983,4609.020411973482,42028.42337168398,104,18,Yes,No,961.0162363109072
7019,7915.539409884168,3156.518829379536,4600.813576399286,14756.443948924225,3,29,No,No,912.6828199877292
7020,7125.822632160809,1084.4486598291335,1503.9825473451067,46471.43068972766,30,25,No,Yes,605.962471876913
7021,7423.223497988016,1067.702844602985,1843.0146507614797,35063.19463651294,165,21,Yes,No,700.7869226354737
7022,8597.77008763692,1290.6204150093072,4385.048327849286,9657.418194201657,33,32,No,No,859.4354120991211
7023,1000.302161778672,2250.8383417629843,4731.037184226752,39530.85286281798,78,30,Yes,No,562.5861642255616
7024,8766.188667326449,1116.3279535433317,2053.362011658743,11566.594856383606,95,23,No,No,742.4408812226541
7025,4868.567365724298,2276.4086948939853,392.78348940143974,20210.66495361407,34,1,Yes,Yes,426.1867229903188
7026,3265.5597552576255,2025.711754272194,2119.8293446670878,9891.476529040101,16,21,No,Yes,456.56124545297683
7027,499.3949936692416,268.0344852026859,2832.949412919025,33018.13897748347,7,43,Yes,Yes,311.843854366807
7028,6758.4130499074545,3419.237076562942,2990.1438593857183,75065.2343466687,125,31,Yes,No,869.9535272619231
7029,9489.44518705292,531.53513399328,4126.879032045264,56255.24346306407,37,16,No,No,837.2159533333933
7030,3917.660544657607,464.8820116165508,2687.9343452993007,22172.743550719948,60,1,No,Yes,426.0020084163382
7031,5580.01287225518,804.2068356153582,4631.776532131634,37173.42830954054,79,34,No,Yes,729.892412910909
7032,7590.070684269208,2258.7383699058496,1179.8721488332346,15390.477331850181,191,39,No,No,780.8294902993491
7033,5057.079415318755,2014.448617355106,4752.8662620762,66840.99992212621,175,39,No,Yes,848.336360491923
7034,7106.191430804456,2376.2125268365007,2261.063083074032,26850.17255394359,55,32,Yes,Yes,736.8320901286406
7035,2993.763627455591,3979.481719824049,1681.1528556059645,20628.947977033542,121,12,Yes,No,562.2619515248464
7036,3869.2889674668318,2711.6320698178906,4296.634567619422,73545.04034526412,154,7,No,Yes,717.5004984643247
7037,1829.3574135744368,3450.4023263331605,256.9164466871664,47908.354415109105,58,16,Yes,No,377.8099655769419
7038,2513.4003831706614,1878.742393802865,4219.070779462254,18172.18540695359,186,33,No,No,651.2180080664741
7039,8733.853293367665,70.29422191649081,3720.0869562089506,56337.86346868086,188,37,Yes,Yes,879.4561136483528
7040,4079.0209082178544,2857.887799528466,3872.1154710661726,76527.92456896236,156,29,No,Yes,762.8827614766606
7041,6624.607258682064,3048.188222229628,828.1130204506653,74340.05827428444,26,44,Yes,Yes,695.0744714216688
7042,4324.802818382559,1706.8520335934763,4424.7708057488235,57917.407777737295,106,19,No,No,689.8138063257566
7043,9340.190081581253,2968.917781061695,2014.8855903350513,40344.02665665095,55,22,No,Yes,854.7470891720624
7044,2720.92943164641,1110.928078011055,1398.855281124487,19067.030943913425,81,18,Yes,No,371.9723198633963
7045,6828.660150148016,41.771928783844494,1764.002035330755,11639.561299951236,152,25,No,Yes,603.6534258535912
7046,3558.887472545556,1458.6383996200097,2058.535188464257,65147.38762560387,16,36,No,Yes,493.5525645490362
7047,4229.045866484971,3989.407315583245,1996.8033500180475,48773.5738137439,46,34,Yes,No,663.7367429910298
7048,9234.858322810383,3297.2167659012493,2885.862806155278,54214.83472509114,183,2,No,Yes,947.5420504215449
7049,9382.87360023092,2531.004395082492,305.4416205050858,26944.680680752517,113,33,No,Yes,788.2211951813887
7050,2311.3419151923395,257.1896756389507,3634.3399996026815,34029.20122644806,90,25,Yes,Yes,458.12965298064125
7051,9158.26760233803,724.2878932319423,2829.080440287565,76025.59962726766,2,13,Yes,No,738.4903202464417
7052,1432.9554985313664,3462.200351998895,4795.481924711254,77621.85920650186,109,38,Yes,Yes,702.1510452855928
7053,3893.3788456654083,1735.65410741855,4502.259482042519,25400.584076878386,88,28,No,No,670.1101214826772
7054,3523.313473755319,2223.8747393106314,4923.721147418836,35814.99521544092,113,27,Yes,No,715.6975491252259
7055,5304.147476223419,2914.349841196137,2466.08036156077,10849.327487261671,156,13,Yes,Yes,689.4901339501785
7056,3560.620158433545,240.23962282472075,729.3471808396212,58603.97574957308,122,2,Yes,Yes,335.40182465457895
7057,5445.816335135664,915.6255919733709,3909.182985534654,42596.201484880796,46,23,Yes,No,647.6530394424601
7058,3187.044435053381,3496.308553477406,4513.607872298269,43548.95056701587,161,28,Yes,Yes,773.2467121566898
7059,5065.957863725275,1672.389758829642,4616.562003537127,46700.38158737095,126,5,Yes,No,713.4286541109923
7060,7806.07337038438,962.1358587868369,1900.189111075241,49599.35630178624,33,19,Yes,Yes,647.2334150464455
7061,7112.9353174205835,616.559379637381,4135.789750481974,11808.910642524746,170,47,No,No,841.210112201572
7062,7055.986938072693,3229.6123576128643,151.30640143549581,48746.83022593006,115,26,No,No,688.4227726438397
7063,2974.2596631804254,2186.953512522724,4231.589166921782,61636.81545618938,93,5,No,No,596.7200217606909
7064,9211.570661075693,3703.0171401874504,3531.1130538209004,80010.0426398567,133,20,Yes,Yes,1026.2777139499394
7065,6459.8615387880445,3816.9977757067277,3464.2202536184345,8451.10844853799,77,5,Yes,Yes,791.9517461775895
7066,9030.202260023681,1765.5462155357682,1763.249431020698,33656.267388552325,47,24,No,No,758.5196134380187
7067,6769.503661187857,1526.8690200600201,820.8107297813688,21128.973939451083,70,23,Yes,Yes,579.3813167042441
7068,7445.460137124288,3533.333252015536,2874.355839733238,46154.26728775394,101,25,Yes,Yes,867.5686934534315
7069,8521.562927328532,3676.082902649402,3710.7644342428325,47908.59093844374,165,27,Yes,Yes,1019.1084900292469
7070,765.0835942992236,2160.267866035981,898.3474409940011,66299.83111669053,6,42,Yes,Yes,326.22601537485207
7071,7697.561971082052,3702.782257002714,4390.85864847438,47732.26940537515,178,33,Yes,Yes,1035.9558320283759
7072,9431.004426333058,3238.911859890413,2949.89397338721,43020.37301788563,29,7,No,No,880.3576618651744
7073,2475.4781661237976,1451.806341003852,3866.0587923894195,21206.44869609587,135,12,Yes,Yes,533.6413056291617
7074,1424.6662376749741,3491.7605218750546,4174.189875422952,59822.71382613031,88,5,Yes,Yes,576.9841047990949
7075,4338.538931343708,598.9001334598496,2307.517467871497,66643.94101527604,186,32,No,No,588.7896445379604
7076,3254.3817698907915,1392.8299631540774,4281.92279531841,64791.199553866536,29,1,Yes,Yes,529.649777744123
7077,4080.21387847321,1909.9793072534792,4458.629662752696,18119.24345571563,163,8,No,Yes,680.8968193611862
7078,9259.264288825332,348.4706463873082,3122.0396837975727,78141.10321351919,168,25,Yes,Yes,859.0670620025667
7079,3453.7276044202827,3160.7507836652417,2669.5321294501537,64685.71438740441,10,13,Yes,No,557.8225378714484
7080,9955.783353900752,1154.8216986789882,4242.295078694482,54737.38300960824,132,35,No,No,994.3927034954698
7081,1112.7424914467076,178.03399884779458,2565.4072014142607,31086.289853056725,158,4,No,No,320.86535711232455
7082,1181.7245859698935,509.37751909754314,1007.7001983583422,22003.47525045126,190,4,No,Yes,267.80129444721496
7083,976.0573637434006,439.3404182411322,4114.345727841896,40752.213411788645,190,37,No,No,508.94104147491163
7084,7869.143615530703,3372.41703562448,4105.089564139369,64700.57600980537,147,11,No,No,952.9012220833945
7085,8453.900922805753,1004.503941298694,2393.858142655259,62709.256591752586,138,41,No,Yes,822.7813967792479
7086,905.1778330872316,3930.6030108183654,3606.644040044077,40768.33055041172,72,47,Yes,Yes,616.7573731349469
7087,7672.453971343799,343.3221887033049,1189.185062149155,9558.802625157068,161,40,No,No,668.5179314508373
7088,9499.863608789683,2136.4469621852904,628.1487521174865,11306.749927873585,112,21,Yes,Yes,758.6628756923342
7089,7234.5305798505315,290.5835715958112,4559.351391036938,30562.244675605703,26,4,Yes,Yes,687.8439331913843
7090,9137.826877424224,1196.43862808772,3200.690546340055,12409.759785302038,181,45,Yes,No,926.9228100227845
7091,298.9753993377354,1239.7401780026412,4865.95607899762,67072.52340651292,20,26,No,Yes,450.49473301930794
7092,4954.793983090621,345.67930007059755,2601.8934449738654,11251.563426604946,121,27,Yes,Yes,555.6761945604964
7093,3148.8514254742067,1574.4349733368879,3166.4808811981247,48963.24137641215,151,3,Yes,No,535.9521860689593
7094,254.9543943099005,2279.1656278795285,4614.193169125247,81784.25788600987,148,46,No,No,608.8229970854953
7095,4091.6038418091957,663.6764951117226,4125.752012084632,77557.085547718,177,38,Yes,No,694.4252551624785
7096,2363.3232220084146,518.2637672670298,4892.763709100864,68034.97537783647,93,14,Yes,No,536.6312817754049
7097,6712.267679337315,2086.471923719561,911.8525929963921,52020.23935178801,38,10,No,No,577.0764952087384
7098,6583.431708314759,2814.8107443527024,3475.997061566811,61575.379658401434,48,14,Yes,Yes,771.323837708635
7099,2421.613462846311,1922.5670432378356,2154.118427151341,45683.03449233837,174,18,No,No,503.29696632794213
7100,9544.003748814768,629.9395895187339,508.1045686478768,79136.98243821405,167,28,No,Yes,747.6410414542084
7101,64.3502723467301,2258.3204688633964,1663.5433702183466,76300.30351356359,148,33,No,Yes,400.1610342187259
7102,5875.099908253433,2952.7760572531242,849.4872137393144,33600.50138569947,78,45,Yes,Yes,666.6317138127167
7103,5569.76921162055,203.2710281563641,1305.1628669527624,74869.81345901338,96,24,No,Yes,512.0918908874294
7104,4104.407387135369,2592.9905785956576,1982.9274940881114,21791.29193106894,63,48,No,No,612.6813569296295
7105,6048.309465663287,2233.32528703629,1394.5941158331598,69430.51647342107,6,9,No,No,564.2804460683026
7106,3956.899096968987,1392.471983989622,4727.1063089126455,60076.30230693376,102,13,No,No,656.5286276151303
7107,6458.85758892872,2951.976805259444,4413.814342372544,15723.465233222274,51,27,No,Yes,837.2020848060502
7108,2203.4493371435296,563.1315097182845,3753.271994104891,65718.44046871367,197,5,No,Yes,502.7061461123135
7109,2509.391277314527,1822.6802274191948,4552.564260580995,35830.46035315374,14,31,Yes,Yes,574.7066665608423
7110,8404.25847987777,651.8549655664045,1522.9101746244876,74892.15700962578,160,39,Yes,No,764.955782770905
7111,8327.309856242342,2911.604442466054,4984.12500110122,16263.649518143446,106,37,No,No,1017.9452048040762
7112,9036.024753258453,249.6236200391484,400.30896136843677,33813.80274847073,124,22,Yes,No,640.1534480010868
7113,4423.089865077509,3520.1100273169873,2497.331874177908,37905.5442510226,60,19,No,No,648.0649352209167
7114,7406.969911667665,1308.7931391410593,3824.540277427603,81080.42604739049,199,48,No,Yes,920.832854130837
7115,7510.182130543451,2262.0751867394083,2173.7668997565083,20029.38524592318,141,42,Yes,Yes,813.7229461657325
7116,7310.794609638738,2212.456395898365,2881.5637940520987,12563.652176223193,150,15,No,Yes,783.3336747642496
7117,3818.4858578717212,3932.3590237557105,3628.273107388283,24037.880142592643,152,5,No,Yes,716.1037495092023
7118,756.2832898017679,1486.6832223386612,435.8369043323306,47277.132934665155,193,18,Yes,No,306.88799449134194
7119,1921.2282559948771,2527.9311019234437,3261.153955109262,24113.764620860245,94,15,No,No,512.236001779625
7120,8207.489739466133,2474.802762132704,2308.4959676849185,71449.67564938041,94,30,Yes,Yes,837.1730003896421
7121,3839.3643778302167,1733.2056243373454,311.8532337974649,36152.45632364275,74,7,No,No,380.7348530711926
7122,3139.9044122448277,1695.0930462877377,1131.398819105051,15183.592827404169,190,48,No,No,534.0339190192198
7123,8098.333680458164,3753.503748109182,1911.1730693143063,77919.16111430211,69,35,No,Yes,876.0228120561933
7124,1299.842079449541,3693.354141953998,4477.182057795406,72981.30587607285,153,45,Yes,Yes,727.081203710175
7125,5031.700070003344,3592.2054461829493,4549.2572747320955,34801.62639661349,149,21,No,Yes,851.7767180488061
7126,8319.276511364478,3267.9687024755312,1280.0264247791315,35522.08450543786,83,24,No,No,793.3080901062694
7127,9244.574268300814,2841.304470444696,3996.4833260252244,67037.2847586311,151,24,No,Yes,1022.7316691842237
7128,4369.606078346782,2371.171318948583,3717.5544740721753,49245.452833764684,56,49,No,No,722.1595950124216
7129,2208.179051336785,1436.7617967982874,2797.2250588816987,67604.03724147753,165,28,Yes,Yes,528.4562050642909
7130,5245.306231260368,3962.3264354431376,1794.8426558009182,36158.24399027765,3,27,No,No,660.3168314308457
7131,7177.815973105509,2408.2250284848687,3576.0011002123424,82918.69218530365,159,17,Yes,Yes,862.9140981586871
7132,1564.5013376997283,3851.8125369361055,4038.4176100586155,38536.42074403461,96,44,Yes,Yes,677.3489595805867
7133,376.7958209099501,2977.094412623275,2722.799514924857,46270.85900209063,72,2,No,No,392.3693991595745
7134,4565.25518255806,3496.1758125788187,1444.1736365147972,47234.02559189959,150,42,Yes,Yes,698.3783778165725
7135,9979.164237005984,2204.770801633409,2023.151334237822,35130.24968091542,62,25,No,No,857.1160885369666
7136,9366.653195486684,1892.5515534189808,1621.8168777836634,45050.40937514084,158,28,No,Yes,849.127814615505
7137,5209.74698483475,1099.4523240164729,1844.9712057468591,77344.4124707046,0,15,Yes,Yes,499.02487976531506
7138,119.48720752588957,3230.6724231065537,4441.0902690816,56505.74819402852,111,4,No,No,519.149751347955
7139,7913.059346403544,3639.2463477294586,4117.35153030021,39034.64593968839,98,15,No,Yes,941.5370955501215
7140,8304.549503824855,779.1473394749667,1729.231563786006,10803.250349699283,157,27,Yes,Yes,724.6129515152812
7141,2584.7433540589336,1697.4028376536833,2199.7199382410136,46457.57184694355,6,17,No,Yes,408.2395924550724
7142,6876.934545402391,3954.3855120325984,563.439709141097,75197.19868286917,95,27,Yes,No,741.9145400615423
7143,476.3168426246919,361.2224687959491,2207.493524285446,55153.34050022118,33,19,Yes,Yes,250.4297674692987
7144,2719.84010437093,3021.050537902925,3185.2843565381854,54513.9921775083,153,46,Yes,Yes,688.2483517739007
7145,4352.431912229426,3488.4238171264506,177.96790533147302,16249.082162629893,127,50,No,Yes,608.0604998966506
7146,3185.4386529139747,3645.7936977137942,170.38452729552947,49963.44606326574,10,20,No,Yes,437.59398539514524
7147,2951.6966172312177,1026.2836599276957,1051.7162015346792,53063.81557676155,22,28,No,Yes,363.01813709037316
7148,9952.665378188818,1714.8847916845534,2300.037267820801,23618.76776772386,19,23,Yes,No,812.9609028184782
7149,6211.050407079707,537.3880653308347,2547.3807935596346,20484.586840796208,11,35,No,Yes,589.4534464397873
7150,616.7766567918598,2125.670433370378,879.2062216023282,13820.752436405724,155,31,Yes,No,352.6458209664293
7151,7632.7277093553685,421.9987783880976,3293.3335913774067,66329.9211550001,91,29,No,Yes,749.0888073755805
7152,3797.8357638041803,3102.7693797834463,252.17411005272464,63606.49208341128,123,17,Yes,No,506.78717162927677
7153,2423.087671137686,2134.172861993943,1655.2470267365265,42736.52087487455,99,2,Yes,Yes,408.50856074559977
7154,4768.806432443059,1981.2420420876485,1615.6800481377247,15905.293966201709,181,17,Yes,Yes,588.8960587492932
7155,518.7491347912874,1447.6068427913826,4463.673956854922,69982.90191465136,90,13,Yes,No,461.25751364168053
7156,4181.042510193536,107.33476098749483,4781.606518639384,36771.69215604755,23,34,No,Yes,597.3673934417682
7157,2584.021476358692,2255.7268145641265,3265.0316341534267,29340.1857175251,188,27,Yes,No,613.0334459615391
7158,6730.007431111485,1016.0324752951843,2236.544556248879,51242.99390539089,70,48,Yes,No,697.4558451070412
7159,5304.049035278891,2969.2538163180957,4082.3493388113907,36121.80783459774,88,37,No,No,809.2442514463515
7160,7245.672921782438,1723.7819236784924,550.685757305338,21444.6729083298,42,13,No,No,562.3557704732407
7161,4973.274779470325,46.342860752276884,1495.6382462847455,41710.72043896266,188,49,No,No,575.8842216001649
